locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNJFBCIG_05063	CDS	243				hypothetical protein
KNJFBCIG_05064	CDS	492				hypothetical protein
KNJFBCIG_05065	CDS	135				hypothetical protein
KNJFBCIG_05066	CDS	2130	katE	1.11.1.6	COG0753	Catalase HPII
KNJFBCIG_05067	CDS	168				hypothetical protein
KNJFBCIG_05068	CDS	165				hypothetical protein
KNJFBCIG_05069	CDS	399				hypothetical protein
KNJFBCIG_05070	CDS	2439	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
KNJFBCIG_05071	CDS	288				hypothetical protein
KNJFBCIG_05072	CDS	189				hypothetical protein
KNJFBCIG_05073	CDS	861	ydaD	1.-.-.-		General stress protein 39
KNJFBCIG_05074	CDS	519	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
KNJFBCIG_05075	CDS	240				hypothetical protein
KNJFBCIG_05076	CDS	216				hypothetical protein
KNJFBCIG_05077	CDS	2523	ligD		COG1793	Multifunctional non-homologous end joining protein LigD
KNJFBCIG_05078	CDS	390				hypothetical protein
KNJFBCIG_05079	CDS	525				hypothetical protein
KNJFBCIG_05080	CDS	450				hypothetical protein
KNJFBCIG_05081	CDS	999				hypothetical protein
KNJFBCIG_05082	CDS	525				hypothetical protein
KNJFBCIG_05083	CDS	858	pdeB_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeB
KNJFBCIG_05084	CDS	648	yadV_4			putative fimbrial chaperone YadV
KNJFBCIG_05085	CDS	1362				hypothetical protein
KNJFBCIG_05086	CDS	2619	elfC		COG3188	putative outer membrane usher protein ElfC
KNJFBCIG_05087	CDS	747	yadV_5			putative fimbrial chaperone YadV
KNJFBCIG_05088	CDS	483				hypothetical protein
KNJFBCIG_05089	CDS	1227				hypothetical protein
KNJFBCIG_05090	CDS	636	ybdM		COG1475	putative protein YbdM
KNJFBCIG_05091	CDS	1449	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
KNJFBCIG_05092	CDS	1638	betA_1	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
KNJFBCIG_05093	CDS	933	dmlR_24			HTH-type transcriptional regulator DmlR
KNJFBCIG_05094	CDS	1128				hypothetical protein
KNJFBCIG_05095	CDS	906	leuO			HTH-type transcriptional regulator LeuO
KNJFBCIG_05096	CDS	429				hypothetical protein
KNJFBCIG_05097	CDS	1113				hypothetical protein
KNJFBCIG_05098	CDS	243				hypothetical protein
KNJFBCIG_05099	CDS	1077	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
KNJFBCIG_05100	CDS	984				hypothetical protein
KNJFBCIG_05101	CDS	798		4.2.1.-	COG4336	Putative hydro-lyase
KNJFBCIG_05102	CDS	1047	hdfR_7			HTH-type transcriptional regulator HdfR
KNJFBCIG_05103	CDS	1272	yjhB_2			Putative metabolite transport protein YjhB
KNJFBCIG_05104	CDS	1230	nicP_9			Porin-like protein NicP
KNJFBCIG_05105	CDS	744	pxpA3_2	3.5.2.9	COG1540	5-oxoprolinase subunit A 3
KNJFBCIG_05106	CDS	714	pxpB_3	3.5.2.9	COG2049	5-oxoprolinase subunit B
KNJFBCIG_05107	CDS	942	pxpC_3	3.5.2.9	COG1984	5-oxoprolinase subunit C
KNJFBCIG_05108	CDS	477				hypothetical protein
KNJFBCIG_05109	CDS	1773	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
KNJFBCIG_05110	CDS	399				hypothetical protein
KNJFBCIG_05111	CDS	270				hypothetical protein
KNJFBCIG_05112	CDS	759				hypothetical protein
KNJFBCIG_05113	CDS	957	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
KNJFBCIG_05114	CDS	1476		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
KNJFBCIG_05115	CDS	1035				putative HTH-type transcriptional regulator
KNJFBCIG_05116	CDS	846				hypothetical protein
KNJFBCIG_05117	CDS	957				hypothetical protein
KNJFBCIG_05118	CDS	510	fecI_9		COG1595	putative RNA polymerase sigma factor FecI
KNJFBCIG_05119	CDS	1197	pbuE_3		COG2814	Purine efflux pump PbuE
KNJFBCIG_05120	CDS	1281				L-lactate transporter
KNJFBCIG_05121	CDS	1080	ssuD_2	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
KNJFBCIG_05122	CDS	2652	pfeA_3		COG4771	Ferric enterobactin receptor
KNJFBCIG_05123	CDS	849	tam_6	2.1.1.144		Trans-aconitate 2-methyltransferase
KNJFBCIG_05124	CDS	657				hypothetical protein
KNJFBCIG_05125	CDS	903		3.8.1.3	COG0596	Fluoroacetate dehalogenase
KNJFBCIG_05126	CDS	510	cmtAc			p-cumate 2,3-dioxygenase system, small oxygenase component
KNJFBCIG_05127	CDS	1833	asnO_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
KNJFBCIG_05128	CDS	1275	cmtAb	1.14.12.25	COG4638	p-cumate 2,3-dioxygenase system, large oxygenase component
KNJFBCIG_05129	CDS	477	lrp_4		COG1522	Leucine-responsive regulatory protein
KNJFBCIG_05130	CDS	642	kynB	3.5.1.9	COG1878	Kynurenine formamidase
KNJFBCIG_05131	CDS	1251	kynU	3.7.1.3		Kynureninase
KNJFBCIG_05132	CDS	1407	aroP_2		COG1113	Aromatic amino acid transport protein AroP
KNJFBCIG_05133	CDS	1875				hypothetical protein
KNJFBCIG_05134	CDS	1905				hypothetical protein
KNJFBCIG_05135	CDS	951	catM			HTH-type transcriptional regulator CatM
KNJFBCIG_05136	CDS	210				hypothetical protein
KNJFBCIG_05137	CDS	1008				hypothetical protein
KNJFBCIG_05138	CDS	2076	vgrG1_3	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
KNJFBCIG_05139	CDS	3270				hypothetical protein
KNJFBCIG_05140	CDS	837				hypothetical protein
KNJFBCIG_05141	CDS	1395	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KNJFBCIG_05142	CDS	1077				hypothetical protein
KNJFBCIG_05143	CDS	747	lytR		COG3279	Sensory transduction protein LytR
KNJFBCIG_05144	CDS	942	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
KNJFBCIG_05145	CDS	756	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
KNJFBCIG_05146	CDS	1131				hypothetical protein
KNJFBCIG_05147	CDS	1239	hemY		COG3071	Protein HemY
KNJFBCIG_05148	CDS	492	dsbB_2			Disulfide bond formation protein B
KNJFBCIG_05149	CDS	483	rsd		COG3160	Regulator of sigma D
KNJFBCIG_05150	CDS	630	mip	5.2.1.8	COG0545	Peptidyl-prolyl cis-trans isomerase Mip
KNJFBCIG_05151	CDS	480				hypothetical protein
KNJFBCIG_05152	CDS	1917	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
KNJFBCIG_05153	CDS	579				hypothetical protein
KNJFBCIG_05154	CDS	759				hypothetical protein
KNJFBCIG_05155	CDS	630	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
KNJFBCIG_05156	CDS	1959				hypothetical protein
KNJFBCIG_05157	CDS	483				hypothetical protein
KNJFBCIG_05158	CDS	474				hypothetical protein
KNJFBCIG_05159	CDS	669	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
KNJFBCIG_05160	CDS	591	yohD		COG0586	Inner membrane protein YohD
KNJFBCIG_05161	CDS	1014	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
KNJFBCIG_05162	CDS	2211	ppk	2.7.4.1		Polyphosphate kinase
KNJFBCIG_05163	CDS	1506	ppx	3.6.1.11	COG0248	Exopolyphosphatase
KNJFBCIG_05164	CDS	327	trxA		COG0526	Thioredoxin 1
KNJFBCIG_05165	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
KNJFBCIG_05166	CDS	1989				hypothetical protein
KNJFBCIG_05167	CDS	1467	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
KNJFBCIG_05168	CDS	969	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
KNJFBCIG_05169	CDS	1350	glpT_2		COG2271	Glycerol-3-phosphate transporter
KNJFBCIG_05170	CDS	978	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
KNJFBCIG_05171	CDS	420				hypothetical protein
KNJFBCIG_05172	CDS	1074	mdtA_7			Multidrug resistance protein MdtA
KNJFBCIG_05173	CDS	2751	rbbA		COG0842	Ribosome-associated ATPase
KNJFBCIG_05174	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
KNJFBCIG_05175	CDS	459				hypothetical protein
KNJFBCIG_05176	CDS	132				hypothetical protein
KNJFBCIG_05177	CDS	612	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
KNJFBCIG_05178	CDS	315	zapA		COG3027	Cell division protein ZapA
KNJFBCIG_05179	CDS	210				hypothetical protein
KNJFBCIG_05180	CDS	498				hypothetical protein
KNJFBCIG_05181	CDS	1335	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
KNJFBCIG_05182	CDS	1185	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
KNJFBCIG_05183	CDS	483				hypothetical protein
KNJFBCIG_05184	CDS	1218	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
KNJFBCIG_05185	CDS	822				hypothetical protein
KNJFBCIG_05186	CDS	1194	ynfM_2			Inner membrane transport protein YnfM
KNJFBCIG_05187	CDS	915	benM_5			HTH-type transcriptional regulator BenM
KNJFBCIG_05188	CDS	999			COG1840	putative binding protein component of ABC iron transporter
KNJFBCIG_05189	CDS	1620				hypothetical protein
KNJFBCIG_05190	CDS	1083	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
KNJFBCIG_05191	CDS	429	gcvH_2		COG0509	Glycine cleavage system H protein
KNJFBCIG_05192	CDS	2967	gcvP_1	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
KNJFBCIG_05193	CDS	330				hypothetical protein
KNJFBCIG_05194	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
KNJFBCIG_05195	CDS	1785				hypothetical protein
KNJFBCIG_05196	CDS	1365	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
KNJFBCIG_05197	CDS	678				hypothetical protein
KNJFBCIG_05198	CDS	1269				hypothetical protein
KNJFBCIG_05199	CDS	1155	argE_1	3.5.1.16		Acetylornithine deacetylase
KNJFBCIG_05200	CDS	702				hypothetical protein
KNJFBCIG_05201	CDS	1299	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
KNJFBCIG_05202	CDS	1584	gshA_2	6.3.2.2	COG2918	Glutamate--cysteine ligase
KNJFBCIG_05203	CDS	390	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
KNJFBCIG_05204	CDS	2340	yhgF		COG2183	Protein YhgF
KNJFBCIG_05205	CDS	744	ompR_3			Transcriptional regulatory protein OmpR
KNJFBCIG_05206	CDS	1320	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
KNJFBCIG_05207	CDS	924		3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
KNJFBCIG_05208	CDS	906	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
KNJFBCIG_05209	CDS	501				hypothetical protein
KNJFBCIG_05210	CDS	402	hslR		COG1188	Heat shock protein 15
KNJFBCIG_05211	CDS	804	lpxT	2.7.4.29		Lipid A 1-diphosphate synthase
KNJFBCIG_05212	CDS	894	hslO		COG1281	33 kDa chaperonin
KNJFBCIG_05213	CDS	1542	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
KNJFBCIG_05214	CDS	357				hypothetical protein
KNJFBCIG_05215	CDS	705				IS6 family transposase IS26
KNJFBCIG_05216	CDS	861	yokD	2.3.1.-	COG2746	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
KNJFBCIG_05217	CDS	294	tmrB			Tunicamycin resistance protein
KNJFBCIG_05218	CDS	312				IS3 family transposase ISKpn11
KNJFBCIG_05219	CDS	831				IS3 family transposase ISKpn11
KNJFBCIG_05220	CDS	186				hypothetical protein
KNJFBCIG_05221	CDS	1026				hypothetical protein
KNJFBCIG_05222	CDS	1278				hypothetical protein
KNJFBCIG_05223	CDS	2172	apxIB_1		COG2274	Toxin RTX-I translocation ATP-binding protein
KNJFBCIG_05224	CDS	1188	prsE_3			Type I secretion system membrane fusion protein PrsE
KNJFBCIG_05225	CDS	579				hypothetical protein
KNJFBCIG_05226	CDS	555				hypothetical protein
KNJFBCIG_05227	CDS	2196	iorB_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
KNJFBCIG_05228	CDS	462	iorA_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
KNJFBCIG_05229	CDS	324	gdx_3			Guanidinium exporter
KNJFBCIG_05230	CDS	399	ndhC_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
KNJFBCIG_05231	CDS	552				hypothetical protein
KNJFBCIG_05232	CDS	534	ttr	2.3.1.-		Acetyltransferase
KNJFBCIG_05233	CDS	2367	polB	2.7.7.7	COG0417	DNA polymerase II
KNJFBCIG_05234	CDS	669				hypothetical protein
KNJFBCIG_05235	CDS	1410				hypothetical protein
KNJFBCIG_05236	CDS	288				hypothetical protein
KNJFBCIG_05237	CDS	384				hypothetical protein
KNJFBCIG_05238	CDS	624	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GstB
KNJFBCIG_05239	CDS	390				hypothetical protein
KNJFBCIG_05240	CDS	738				hypothetical protein
KNJFBCIG_05241	CDS	2430	quiP_3	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
KNJFBCIG_05242	CDS	624				hypothetical protein
KNJFBCIG_05243	CDS	1275				hypothetical protein
KNJFBCIG_05244	CDS	1170				hypothetical protein
KNJFBCIG_05245	CDS	768				hypothetical protein
KNJFBCIG_05246	CDS	714	anoR			Transcriptional activator protein AnoR
KNJFBCIG_05247	CDS	489	phzA2			Phenazine biosynthesis protein PhzA2
KNJFBCIG_05248	CDS	489	phzB2			Phenazine biosynthesis protein PhzB2
KNJFBCIG_05249	CDS	561	hin_4		COG1961	DNA-invertase hin
KNJFBCIG_05250	CDS	2967				Tn3 family transposase TnAs1
KNJFBCIG_05251	CDS	1194	poxB_2	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
KNJFBCIG_05252	CDS	573	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
KNJFBCIG_05253	CDS	1929		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
KNJFBCIG_05254	CDS	429				hypothetical protein
KNJFBCIG_05255	CDS	549	puuR_3			HTH-type transcriptional regulator PuuR
KNJFBCIG_05256	CDS	1074	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
KNJFBCIG_05257	CDS	354	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KNJFBCIG_05258	CDS	1299	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
KNJFBCIG_05259	CDS	345				hypothetical protein
KNJFBCIG_05260	CDS	192				hypothetical protein
KNJFBCIG_05261	CDS	2568				hypothetical protein
KNJFBCIG_05262	CDS	489	lrp_5		COG1522	Leucine-responsive regulatory protein
KNJFBCIG_05263	CDS	1320	puuB_9	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
KNJFBCIG_05264	CDS	1590	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
KNJFBCIG_05265	CDS	1164	ycaD_3			putative MFS-type transporter YcaD
KNJFBCIG_05266	CDS	1494	puuC_2	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
KNJFBCIG_05267	CDS	1335	bauA_2	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
KNJFBCIG_05268	CDS	363				hypothetical protein
KNJFBCIG_05269	CDS	156	rpmG		COG0267	50S ribosomal protein L33
KNJFBCIG_05270	CDS	237	rpmB		COG0227	50S ribosomal protein L28
KNJFBCIG_05271	CDS	1581	dppA_5		COG0747	Periplasmic dipeptide transport protein
KNJFBCIG_05272	CDS	675				hypothetical protein
KNJFBCIG_05273	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
KNJFBCIG_05274	CDS	456	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
KNJFBCIG_05275	CDS	2607	glmM_1			Phosphoglucosamine mutase
KNJFBCIG_05276	CDS	906	argB	2.7.2.8	COG0548	Acetylglutamate kinase
KNJFBCIG_05277	CDS	1071				putative HTH-type transcriptional regulator
KNJFBCIG_05278	CDS	951				hypothetical protein
KNJFBCIG_05279	CDS	1278				hypothetical protein
KNJFBCIG_05280	CDS	1395		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
KNJFBCIG_05281	CDS	390				hypothetical protein
KNJFBCIG_05282	CDS	465	ybgC_2	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
KNJFBCIG_05283	CDS	618				hypothetical protein
KNJFBCIG_05284	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
KNJFBCIG_05285	CDS	780	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
KNJFBCIG_05286	CDS	372				hypothetical protein
KNJFBCIG_05287	CDS	720	rph	2.7.7.56	COG0689	Ribonuclease PH
KNJFBCIG_05288	CDS	864				hypothetical protein
KNJFBCIG_05289	CDS	612	gmk	2.7.4.8	COG0194	Guanylate kinase
KNJFBCIG_05290	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
KNJFBCIG_05291	CDS	2106	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
KNJFBCIG_05292	CDS	381	yabJ_4	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KNJFBCIG_05293	CDS	732				hypothetical protein
KNJFBCIG_05294	CDS	621	rhtC_4		COG1280	Threonine efflux protein
KNJFBCIG_05295	CDS	801	btr_2		COG0614	HTH-type transcriptional activator Btr
KNJFBCIG_05296	CDS	852				hypothetical protein
KNJFBCIG_05297	CDS	933	oxyR_2			Hydrogen peroxide-inducible genes activator
KNJFBCIG_05298	CDS	2076	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
KNJFBCIG_05299	tRNA	91				tRNA-Ser(act)
KNJFBCIG_05300	CDS	393				hypothetical protein
KNJFBCIG_05301	CDS	273	hupB_2		COG0776	DNA-binding protein HU-beta
KNJFBCIG_05302	CDS	1155	alkT	1.18.1.1	COG1251	Rubredoxin-NAD(+) reductase
KNJFBCIG_05303	CDS	168	rubA2		COG1773	Rubredoxin-2
KNJFBCIG_05304	CDS	168	rubA1		COG1773	Rubredoxin-1
KNJFBCIG_05305	CDS	402				hypothetical protein
KNJFBCIG_05306	CDS	1227	lutA			Lactate utilization protein A
KNJFBCIG_05307	CDS	1080				hypothetical protein
KNJFBCIG_05308	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KNJFBCIG_05309	CDS	756	glcC		COG2186	Glc operon transcriptional activator
KNJFBCIG_05310	CDS	537	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
KNJFBCIG_05311	CDS	891	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
KNJFBCIG_05312	CDS	384				hypothetical protein
KNJFBCIG_05313	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
KNJFBCIG_05314	CDS	1332	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
KNJFBCIG_05315	CDS	1341				hypothetical protein
KNJFBCIG_05316	CDS	900				hypothetical protein
KNJFBCIG_05317	CDS	903	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KNJFBCIG_05318	CDS	729	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
KNJFBCIG_05319	CDS	834	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
KNJFBCIG_05320	CDS	1677				hypothetical protein
KNJFBCIG_05321	CDS	2286				hypothetical protein
KNJFBCIG_05322	CDS	972	pstS		COG0226	Phosphate-binding protein PstS
KNJFBCIG_05323	rRNA	110				5S ribosomal RNA
KNJFBCIG_05324	CDS	1014	nicP_10			Porin-like protein NicP
KNJFBCIG_05325	CDS	1644	alsS	2.2.1.6	COG0028	Acetolactate synthase
KNJFBCIG_05326	CDS	720				hypothetical protein
KNJFBCIG_05327	CDS	639	paiB		COG2808	Protease synthase and sporulation protein PAI 2
KNJFBCIG_05328	CDS	423				hypothetical protein
KNJFBCIG_05329	CDS	1023	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
KNJFBCIG_05330	CDS	729	rspR		COG1802	HTH-type transcriptional repressor RspR
KNJFBCIG_05331	CDS	1320	puuB_10	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
KNJFBCIG_05332	CDS	1329	ygcS			Inner membrane metabolite transport protein YgcS
KNJFBCIG_05333	CDS	912	dapA_4	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KNJFBCIG_05334	CDS	1491	puuC_3	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
KNJFBCIG_05335	CDS	1197	oxyE	1.14.13.232		6-methylpretetramide 4-monooxygenase
KNJFBCIG_05336	CDS	1005	vldW_2	1.14.11.52		Validamycin A dioxygenase
KNJFBCIG_05337	CDS	744	glnQ_4			Glutamine transport ATP-binding protein GlnQ
KNJFBCIG_05338	CDS	705	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
KNJFBCIG_05339	CDS	699	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
KNJFBCIG_05340	CDS	831	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
KNJFBCIG_05341	CDS	645	todT			Response regulator protein TodT
KNJFBCIG_05342	CDS	2277	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
KNJFBCIG_05343	CDS	1623		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KNJFBCIG_05344	CDS	1782	dmdC_7	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
KNJFBCIG_05345	CDS	867	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
KNJFBCIG_05346	CDS	1041	ddl_2	6.3.2.4	COG1181	D-alanine--D-alanine ligase
KNJFBCIG_05347	CDS	1056	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
KNJFBCIG_05348	CDS	855	gltR_3		COG0583	HTH-type transcriptional regulator GltR
KNJFBCIG_05349	CDS	1167	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
KNJFBCIG_05350	CDS	447				hypothetical protein
KNJFBCIG_05351	CDS	1113	bepF_2			Efflux pump periplasmic linker BepF
KNJFBCIG_05352	CDS	3090	bepE			Efflux pump membrane transporter BepE
KNJFBCIG_05353	CDS	1464	ttgI_4			Toluene efflux pump outer membrane protein TtgI
KNJFBCIG_05354	CDS	1005	phzM	2.1.1.327		Phenazine-1-carboxylate N-methyltransferase
KNJFBCIG_05355	CDS	489	phzA1			Phenazine biosynthesis protein PhzA1
KNJFBCIG_05356	CDS	489	phzB1			Phenazine biosynthesis protein PhzB1
KNJFBCIG_05357	CDS	534				hypothetical protein
KNJFBCIG_05358	CDS	1245	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
KNJFBCIG_05359	CDS	684	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
KNJFBCIG_05360	CDS	1251	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
KNJFBCIG_05361	CDS	600				hypothetical protein
KNJFBCIG_05362	CDS	309				hypothetical protein
KNJFBCIG_05363	CDS	723	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
KNJFBCIG_05364	CDS	1395	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
KNJFBCIG_05365	CDS	228				hypothetical protein
KNJFBCIG_05366	CDS	1002	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
KNJFBCIG_05367	CDS	1224	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
KNJFBCIG_05368	CDS	609	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
KNJFBCIG_05369	CDS	672	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
KNJFBCIG_05370	CDS	786	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
KNJFBCIG_05371	CDS	1212	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
KNJFBCIG_05372	CDS	1338	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
KNJFBCIG_05373	CDS	1410	aroP_3		COG1113	Aromatic amino acid transport protein AroP
KNJFBCIG_05374	CDS	1467	gap2	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
KNJFBCIG_05375	CDS	3453	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
KNJFBCIG_05376	CDS	630				hypothetical protein
KNJFBCIG_05377	CDS	738		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
KNJFBCIG_05378	CDS	999	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
KNJFBCIG_05379	CDS	702				hypothetical protein
KNJFBCIG_05380	CDS	615	lexA	3.4.21.88	COG1974	LexA repressor
KNJFBCIG_05381	CDS	486	sulA_1		COG5404	Cell division inhibitor SulA
KNJFBCIG_05382	CDS	234				hypothetical protein
KNJFBCIG_05383	CDS	519				hypothetical protein
KNJFBCIG_05384	CDS	2607	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
KNJFBCIG_05385	CDS	375				hypothetical protein
KNJFBCIG_05386	CDS	1176	fadA_4	2.3.1.16		3-ketoacyl-CoA thiolase
KNJFBCIG_05387	CDS	2148	fadB_4			Fatty acid oxidation complex subunit alpha
KNJFBCIG_05388	CDS	804				hypothetical protein
KNJFBCIG_05389	CDS	435				hypothetical protein
KNJFBCIG_05390	CDS	438	uspA2		COG0589	Universal stress protein A 
KNJFBCIG_05391	CDS	687				hypothetical protein
KNJFBCIG_05392	CDS	1923	uup		COG0488	ABC transporter ATP-binding protein uup
KNJFBCIG_05393	CDS	1929	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
KNJFBCIG_05394	CDS	387				hypothetical protein
KNJFBCIG_05395	CDS	807	ycbX		COG0633	putative protein YcbX
KNJFBCIG_05396	CDS	909	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
KNJFBCIG_05397	CDS	1560	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
KNJFBCIG_05398	CDS	1581	glpD_2	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
KNJFBCIG_05399	CDS	1596		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KNJFBCIG_05400	CDS	1032	rhaS_12			HTH-type transcriptional activator RhaS
KNJFBCIG_05401	tRNA	94				tRNA-Trp(cca)
KNJFBCIG_05402	CDS	540	moaB_2		COG0521	Molybdenum cofactor biosynthesis protein B
KNJFBCIG_05403	CDS	597	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
KNJFBCIG_05404	CDS	222				hypothetical protein
KNJFBCIG_05405	tRNA	77				tRNA-Pro(cgg)
KNJFBCIG_05406	CDS	1404				hypothetical protein
